L,model,k,sample_index,seed,raw_steps,lerw_steps,winding,hit_x,hit_y,environment_sites
16,gamma,1.0,0,1897385471992277122,61,31,0,5,16,41
16,gamma,1.0,1,3646645542557539191,169,49,0,16,7,84
16,gamma,1.0,2,4412997160255863183,314,52,-2,16,-4,130
16,gamma,1.0,3,4280791313925660734,152,32,0,6,16,69
16,gamma,1.0,4,7123439177035414527,295,41,1,-7,16,119
16,gamma,1.0,5,6982864332033266243,80,34,-1,16,8,47
16,gamma,1.0,6,7171715316785639654,215,43,0,7,16,113
16,gamma,1.0,7,6747895647161389246,70,26,1,0,16,48
16,gamma,1.0,8,3442322446606375602,135,37,0,16,13,77
16,gamma,1.0,9,8385827635528074875,188,50,1,16,0,99
16,gamma,1.0,10,5438195636457084338,189,27,0,-16,3,70
16,gamma,1.0,11,9118097212824146202,108,26,-1,-16,4,54
16,gamma,1.0,12,4423609001090841451,309,73,-3,16,-7,143
16,gamma,1.0,13,5974887340743300005,88,32,0,16,12,59
16,gamma,1.0,14,2601869936683528572,202,32,1,2,16,77
16,gamma,1.0,15,8174537029776514332,417,33,-1,16,-1,157
16,gamma,1.0,16,5541636320436995834,140,42,-1,12,16,73
16,gamma,1.0,17,6991872143052589767,393,37,0,13,16,119
16,gamma,1.0,18,3482797813623217796,303,35,0,16,1,110
16,gamma,1.0,19,3069460764528254099,186,62,-2,16,12,104
16,gamma,1.0,20,3986778425494381496,148,58,0,14,16,93
16,gamma,1.0,21,693015787558227663,112,48,-1,14,16,69
16,gamma,1.0,22,4116686354343568308,78,32,1,16,8,48
16,gamma,1.0,23,6411740038546357444,219,33,1,7,16,87
16,gamma,1.0,24,6269492108536375488,119,45,1,1,16,72
16,gamma,1.0,25,5296467769756683036,303,73,1,7,16,119
16,gamma,1.0,26,2164520698167633910,55,27,1,1,16,33
16,gamma,1.0,27,8264708260005590726,77,35,1,11,16,53
16,gamma,1.0,28,393707274284367428,115,25,0,16,1,45
16,gamma,1.0,29,4287897992723765367,58,26,0,0,16,33
16,gamma,1.0,30,787965123211931420,107,37,-1,16,1,54
16,gamma,1.0,31,2579553820474844028,393,47,2,7,16,134
16,gamma,1.0,32,416452838940989106,155,37,0,11,16,61
16,gamma,1.0,33,5387827172253676234,89,27,0,3,16,44
16,gamma,1.0,34,814488632233725207,227,31,1,16,5,70
16,gamma,1.0,35,6546606160492105206,139,33,0,11,16,69
16,gamma,1.0,36,1880769609572750224,261,33,3,16,-5,100
16,gamma,1.0,37,6713492942752235965,126,30,0,4,16,65
16,gamma,1.0,38,1148554351421500552,193,35,0,16,-9,76
16,gamma,1.0,39,9088857936964223129,69,33,-1,9,16,44
16,gamma,1.0,40,552772137243273010,235,27,0,16,-5,88
16,gamma,1.0,41,7317846904933706587,173,29,0,16,9,67
16,gamma,1.0,42,4908738492765552246,228,44,0,16,-8,109
16,gamma,1.0,43,8261520356226626818,194,44,1,6,16,84
16,gamma,1.0,44,1634518357559488561,288,32,-1,16,10,126
16,gamma,1.0,45,1445391361651645843,97,37,-1,16,11,58
16,gamma,1.0,46,3054114388351393048,77,37,-2,-16,9,51
16,gamma,1.0,47,4450502771749754929,204,30,1,4,16,90
16,gamma,1.0,48,8455766110614188547,44,26,0,16,0,34
16,gamma,1.0,49,667138964869364844,183,55,-1,16,1,103
16,gamma,1.0,50,6530686289281765643,97,37,1,16,-3,52
16,gamma,1.0,51,311435237464144949,204,42,0,16,-2,77
16,gamma,1.0,52,7994019366030160996,118,30,-2,0,16,61
16,gamma,1.0,53,7297371975809382149,317,39,0,9,16,146
16,gamma,1.0,54,1608116821664920647,262,36,-1,16,-4,99
16,gamma,1.0,55,206715114206945160,110,36,-2,0,16,57
16,gamma,1.0,56,5356036468339922185,256,28,0,6,16,104
16,gamma,1.0,57,1632217208578737920,296,52,0,16,12,120
16,gamma,1.0,58,6999779200562781032,155,39,-2,16,7,86
16,gamma,1.0,59,8785850605945041545,219,47,0,13,16,82
16,gamma,1.0,60,7018256805645181319,413,47,3,16,-7,133
16,gamma,1.0,61,6175702934194267892,184,38,0,16,4,80
16,gamma,1.0,62,4231165572782461154,261,43,1,5,16,111
16,gamma,1.0,63,5595799982724129822,60,30,-1,0,16,37
16,gamma,1.0,64,5161235908565889578,230,30,-1,16,-6,80
16,gamma,1.0,65,3893493228162113833,173,37,0,-16,11,77
16,gamma,1.0,66,3801494508230233620,813,31,-1,16,-5,197
16,gamma,1.0,67,8685772462185775034,483,51,0,3,16,153
16,gamma,1.0,68,8762908291179938351,250,58,3,12,16,112
16,gamma,1.0,69,1787541498662075663,389,35,0,3,-16,106
16,gamma,1.0,70,3625448671408759702,161,39,0,16,3,81
16,gamma,1.0,71,6148771665879326530,128,36,0,16,6,55
16,gamma,1.0,72,8652500378668581680,207,31,-1,16,5,81
16,gamma,1.0,73,602227558306165256,74,30,1,14,16,39
16,gamma,1.0,74,7246733138167923706,250,28,0,0,16,106
16,gamma,1.0,75,2333112526876222135,81,33,0,-16,11,47
16,gamma,1.0,76,8729232263006681557,327,35,0,-3,16,119
16,gamma,1.0,77,7823581286228964800,62,24,0,16,6,36
16,gamma,1.0,78,2718176467856992636,131,31,1,16,5,79
16,gamma,1.0,79,4725060442612442714,77,41,0,7,16,51
16,gamma,1.0,80,1345355543469315022,205,41,1,9,16,84
16,gamma,1.0,81,6636580254045001889,98,26,0,2,16,45
16,gamma,1.0,82,4403253243421258929,346,34,0,4,16,109
16,gamma,1.0,83,2201444302701643299,387,41,-1,3,16,153
16,gamma,1.0,84,3681389004414237159,460,44,0,4,16,127
16,gamma,1.0,85,3713358492087126057,301,51,1,16,1,127
16,gamma,1.0,86,5444397462992036511,117,25,1,-5,16,53
16,gamma,1.0,87,1999342341066932118,399,53,3,16,3,135
16,gamma,1.0,88,2213999763569461831,354,62,2,16,10,121
16,gamma,1.0,89,5592063019506431074,91,31,0,16,-7,43
16,gamma,1.0,90,4459205607957483611,94,38,1,-4,16,50
16,gamma,1.0,91,14466822476225621,101,27,0,16,1,46
16,gamma,1.0,92,2558580107731602671,186,50,2,12,16,92
16,gamma,1.0,93,1677906381615385223,118,38,-4,0,16,52
16,gamma,1.0,94,8674337581559104806,164,50,2,10,16,80
16,gamma,1.0,95,5504125544150691795,296,66,2,16,4,117
16,gamma,1.0,96,5784621346555169141,147,33,0,16,-5,61
16,gamma,1.0,97,5658191295121261949,150,30,0,16,4,60
16,gamma,1.0,98,6806106885334165849,164,30,0,16,-6,78
16,gamma,1.0,99,9052254332228340639,497,35,0,3,16,175
16,gamma,1.0,100,8136500172390418155,69,29,0,16,7,43
16,gamma,1.0,101,6872319511552448791,147,35,-1,16,7,67
16,gamma,1.0,102,1969957711888912922,116,28,-1,8,-16,55
16,gamma,1.0,103,3526023172313809131,224,56,1,16,8,109
16,gamma,1.0,104,5017039141306401193,82,26,0,16,2,42
16,gamma,1.0,105,9162532824299360004,220,38,2,10,16,74
16,gamma,1.0,106,8833249100370431210,101,39,0,16,3,55
16,gamma,1.0,107,5552389129731185020,326,52,-3,0,16,135
16,gamma,1.0,108,166373306839099588,248,42,-1,16,10,97
16,gamma,1.0,109,5147694619311802416,271,35,-2,-11,16,104
16,gamma,1.0,110,4166273177315798337,75,37,-1,16,7,49
16,gamma,1.0,111,1111058111321444884,568,46,-3,16,10,152
16,gamma,1.0,112,3601552374470644811,156,34,2,6,16,67
16,gamma,1.0,113,1612863623677642166,82,32,-2,6,-16,51
16,gamma,1.0,114,8792940822429355888,130,28,0,4,16,54
16,gamma,1.0,115,5170071053051243595,474,68,1,8,16,175
16,gamma,1.0,116,3582690846756732156,212,62,-2,16,8,104
16,gamma,1.0,117,5597441567583128554,137,45,-1,16,5,77
16,gamma,1.0,118,6834004125417401005,309,39,0,1,16,105
16,gamma,1.0,119,4309742682754609119,222,32,0,16,0,98
16,gamma,1.0,120,981038736577173091,99,39,0,9,16,53
16,gamma,1.0,121,3496332092069167861,228,44,1,16,10,95
16,gamma,1.0,122,6647233122094451024,114,34,-1,16,6,68
16,gamma,1.0,123,7646025801466546757,375,41,1,3,16,155
16,gamma,1.0,124,5930769763330441350,147,41,0,7,16,62
16,gamma,1.0,125,3260711651990827684,118,26,0,16,0,56
16,gamma,1.0,126,3463381011743370465,198,44,1,8,16,84
16,gamma,1.0,127,3463156726132899486,174,52,-1,6,16,84
16,gamma,1.0,128,6422295918813558024,99,35,0,16,-3,53
16,gamma,1.0,129,1787755920435221419,78,30,0,16,10,46
16,gamma,1.0,130,454448307374066618,213,35,-1,16,1,68
16,gamma,1.0,131,8919001414073739950,344,36,1,16,14,126
16,gamma,1.0,132,3996995849018855242,106,28,0,-8,-16,50
16,gamma,1.0,133,5442360588040714655,204,36,-3,6,16,92
16,gamma,1.0,134,4401990659018300488,55,25,1,-1,16,33
16,gamma,1.0,135,7192455272500905348,68,24,0,4,16,43
16,gamma,1.0,136,1475756021663054159,322,56,0,12,-16,112
16,gamma,1.0,137,722714913543031311,182,34,-1,16,8,68
16,gamma,1.0,138,8449795083127163255,82,30,1,16,2,43
16,gamma,1.0,139,8587171790186625289,85,35,2,-3,16,48
16,gamma,1.0,140,6662247079159714267,227,33,1,16,3,75
16,gamma,1.0,141,1163186514679527364,145,49,0,16,11,79
16,gamma,1.0,142,1617610850528658941,107,27,0,-5,16,39
16,gamma,1.0,143,3228802963552420024,185,31,-1,3,16,62
16,gamma,1.0,144,7300943668496902528,464,52,-2,16,-4,141
16,gamma,1.0,145,1734095521348547605,176,30,0,-10,16,81
16,gamma,1.0,146,524312144880036791,350,34,-2,16,6,102
16,gamma,1.0,147,9138613108371728469,235,35,2,16,5,103
16,gamma,1.0,148,5968209129170720183,123,45,-1,16,-1,68
16,gamma,1.0,149,2909051907409691597,171,27,1,1,16,65
16,gamma,1.0,150,6391286822010994098,87,29,1,5,16,45
16,gamma,1.0,151,188780993733291559,76,34,0,-2,16,46
16,gamma,1.0,152,4225994502529182869,93,41,2,16,13,53
16,gamma,1.0,153,8483899851007902920,240,36,0,16,12,113
16,gamma,1.0,154,2967434146478452587,154,44,0,16,10,78
16,gamma,1.0,155,4857674858806719060,73,35,-2,-11,16,49
16,gamma,1.0,156,5875911593166987103,293,37,-1,-16,15,127
16,gamma,1.0,157,1800914429442154669,114,36,1,16,8,57
16,gamma,1.0,158,2979847566735676602,193,51,-2,16,9,93
16,gamma,1.0,159,8196970499679426069,128,42,-4,4,16,68
16,gamma,1.0,160,759587481335307261,274,32,0,16,0,108
16,gamma,1.0,161,7126052879586877976,221,57,0,16,-5,111
16,gamma,1.0,162,5457361675422630482,101,35,-1,16,13,64
16,gamma,1.0,163,2416567085863973302,357,47,0,7,-16,136
16,gamma,1.0,164,1767314668271863379,266,54,-1,16,10,115
16,gamma,1.0,165,6603527421740993454,269,51,0,5,16,116
16,gamma,1.0,166,8843528502793639299,226,46,0,10,16,75
16,gamma,1.0,167,992350335643453931,240,38,0,10,16,83
16,gamma,1.0,168,4063965559414460855,114,40,0,16,10,64
16,gamma,1.0,169,6748862394660161808,102,28,-1,-2,16,52
16,gamma,1.0,170,8317319275898428663,376,50,-1,10,16,144
16,gamma,1.0,171,1079589632823283221,127,47,2,1,16,75
16,gamma,1.0,172,8044393325604993580,172,34,-1,16,-2,74
16,gamma,1.0,173,8457976936866791501,168,52,0,2,16,83
16,gamma,1.0,174,3733226104664008780,83,25,0,5,16,47
16,gamma,1.0,175,6968134695266264230,152,38,1,2,16,79
16,gamma,1.0,176,1793794140389577531,156,34,1,16,2,63
16,gamma,1.0,177,1570122405348447677,257,57,-1,16,1,92
16,gamma,1.0,178,1933049319251765396,390,60,-1,8,16,117
16,gamma,1.0,179,2664868934040436328,65,23,1,16,3,36
16,gamma,1.0,180,2824442003397310394,145,41,0,3,16,77
16,gamma,1.0,181,588583375121805764,134,28,0,16,-2,62
16,gamma,1.0,182,3751108241551135367,72,40,-1,16,8,49
16,gamma,1.0,183,2004834668918852129,549,73,1,9,16,194
